OriginalAddress,AddressNumber,StreetName,StreetNamePostType,IntersectionSeparator,SecondStreetName,StreetNamePostDirectional,Recipient,StreetNamePreType,Unable to parse,OccupancyIdentifier,AddressNumberSuffix,StreetNamePreDirectional
124X MARSHALL AV ,124X,MARSHALL,AV,,,,,,,,,
159X STANTHONY AV ,159X,STANTHONY,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
137X UNIVERSITY AV W,137X,UNIVERSITY,AV,,,W,,,,,,
154X UNIVERSITY AV W,154X,UNIVERSITY,AV,,,W,,,,,,
HOWELL ST N & MARSHALL,,HOWELL,ST,&,MARSHALL,N,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
187X DAYTON AV ,187X,DAYTON,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
186X FERONIA AV ,186X,FERONIA,AV,,,,,,,,,
232X PILLSBURY ST ,232X,PILLSBURY,ST,,,,,,,,,
186X FERONIA AV ,186X,FERONIA,AV,,,,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
179X HAGUE AV ,179X,HAGUE,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
199X DAYTON AV ,199X,DAYTON,AV,,,,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
134X MARSHALL AV ,134X,MARSHALL,AV,,,,,,,,,
200X ASHLAND AV ,200X,ASHLAND,AV,,,,,,,,,
144X ASHLAND AV ,144X,ASHLAND,AV,,,,,,,,,
CONCORDIA AV  & SNELLING,,CONCORDIA,AV,&,SNELLING,,,,,,,
171X UNIVERSITY AV W,171X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
PASCAL ST N & STANTHONY,,PASCAL,ST,&,STANTHONY,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
196X SUMMIT AV ,196X,SUMMIT,AV,,,,,,,,,
28X SNELLING AV N,28X,SNELLING,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
199X DAYTON AV ,199X,DAYTON,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
154X UNIVERSITY AV W,154X,UNIVERSITY,AV,,,W,,,,,,
181X MARSHALL AV ,181X,MARSHALL,AV,,,,,,,,,
8X SNELLING AV N,8X,SNELLING,AV,,,N,,,,,,
DONOHUE AV  & SYNDICATE,,DONOHUE,AV,&,SYNDICATE,,,,,,,
140X DAYTON AV ,140X,DAYTON,AV,,,,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
30X MISSISSIPPIRIVER BD N,30X,MISSISSIPPIRIVER,BD,,,N,,,,,,
205X DAYTON AV ,205X,DAYTON,AV,,,,,,,,,
121X UNIVERSITY AV W,121X,UNIVERSITY,AV,,,W,,,,,,
121X UNIVERSITY AV W,121X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
211X DAYTON AV ,211X,DAYTON,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
208X MARSHALL AV ,208X,MARSHALL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
40X DEWEY ST ,40X,DEWEY,ST,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
16X SNELLING AV N,16X,SNELLING,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
170X UNIVERSITY AV W,170X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
196X UNIVERSITY AV W,196X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
214X UNIVERSITY AV W,214X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
MARSHALL AV  & WILDER,,,,,,,MARSHALL AV & WILDER,,,,,
144X SUMMIT AV ,144X,SUMMIT,AV,,,,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
143X UNIVERSITY AV W,143X,UNIVERSITY,AV,,,W,,,,,,
200X PORTLAND AV ,200X,PORTLAND,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
147X CONCORDIA AV ,147X,CONCORDIA,AV,,,,,,,,,
200X STANTHONY AV ,200X,STANTHONY,AV,,,,,,,,,
134X MARSHALL AV ,134X,MARSHALL,AV,,,,,,,,,
171X UNIVERSITY AV W,171X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
35X HOWELL ST N,35X,HOWELL,ST,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
190X STANTHONY AV ,190X,STANTHONY,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
190X STANTHONY AV ,190X,STANTHONY,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
137X UNIVERSITY AV W,137X,UNIVERSITY,AV,,,W,,,,,,
SUMMIT AV  & SYNDICATE,,SUMMIT,AV,&,SYNDICATE,,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
186X UNIVERSITY AV W,186X,UNIVERSITY,AV,,,W,,,,,,
121X UNIVERSITY AV W,121X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
180X UNIVERSITY AV W,180X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
SNELLING AV N & SPRUCETREE,,,,,,,SNELLING AV N & SPRUCETREE,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
187X MARSHALL AV ,187X,MARSHALL,AV,,,,,,,,,
154X SELBY AV ,154X,SELBY,AV,,,,,,,,,
18X CLEVELAND AV N,18X,CLEVELAND,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
137X UNIVERSITY AV W,137X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
CARROLL AV  & SNELLING,,CARROLL,AV,&,SNELLING,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
116X UNIVERSITY AV W,116X,UNIVERSITY,AV,,,W,,,,,,
40X WILDER ST N,40X,WILDER,ST,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
141X UNIVERSITY AV W,141X,UNIVERSITY,AV,,,W,,,,,,
CENTRAL AV W & LEXINGTON,,CENTRAL,AV,&,LEXINGTON,W,,,,,,
194X ROBLYN AV ,194X,ROBLYN,AV,,,,,,,,,
120X DAYTON AV ,120X,DAYTON,AV,,,,,,,,,
118X ASHLAND AV ,118X,ASHLAND,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
126X DAYTON AV ,126X,DAYTON,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
122X ASHLAND AV ,122X,ASHLAND,AV,,,,,,,,,
166X CARROLL AV ,166X,CARROLL,AV,,,,,,,,,
120X HAGUE AV ,120X,HAGUE,AV,,,,,,,,,
5X SNELLING AV N,5X,SNELLING,AV,,,N,,,,,,
GRIGGS ST N & STANTHONY,,GRIGGS,ST,&,STANTHONY,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
118X HAGUE AV ,118X,HAGUE,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
196X UNIVERSITY AV W,196X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
146X PORTLAND AV ,146X,PORTLAND,AV,,,,,,,,,
138X PORTLAND AV ,138X,PORTLAND,AV,,,,,,,,,
196X UNIVERSITY AV W,196X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
MARSHALL AV  & MISSISSIPPIRIVER,,,,,,,MARSHALL AV & MISSISSIPPIRIVER,,,,,
ASHLAND AV  & SARATOGA,,ASHLAND,AV,&,SARATOGA,,,,,,,
151X ASHLAND AV ,151X,ASHLAND,AV,,,,,,,,,
151X ASHLAND AV ,151X,ASHLAND,AV,,,,,,,,,
123X LAUREL AV ,123X,LAUREL,AV,,,,,,,,,
216X CARROLL AV ,216X,CARROLL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
27X SNELLING AV N,27X,SNELLING,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
204X MARSHALL AV ,204X,MARSHALL,AV,,,,,,,,,
11X EXETER PL ,11X,EXETER,PL,,,,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
155X UNIVERSITY AV W,155X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
8X PRIOR AV N,8X,PRIOR,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
148X UNIVERSITY AV W,148X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X DAYTON AV ,156X,DAYTON,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
121X UNIVERSITY AV W,121X,UNIVERSITY,AV,,,W,,,,,,
155X UNIVERSITY AV W,155X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
186X MARSHALL AV ,186X,MARSHALL,AV,,,,,,,,,
163X UNIVERSITY AV W,163X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
152X LAUREL AV ,152X,LAUREL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
220X STANTHONY AV ,220X,STANTHONY,AV,,,,,,,,,
9X LEXINGTON PA N,9X,LEXINGTON,PA,,,N,,,,,,
160X IGLEHART AV ,160X,IGLEHART,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
58X PELHAM BD ,58X,PELHAM,BD,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
131X SELBY AV ,131X,SELBY,AV,,,,,,,,,
189X IGLEHART AV ,189X,IGLEHART,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
27X SYNDICATE ST N,27X,SYNDICATE,ST,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
27X LEXINGTON PA N,27X,LEXINGTON,PA,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
27X LEXINGTON PA N,27X,LEXINGTON,PA,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
20X SNELLING AV N,20X,SNELLING,AV,,,N,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
27X LEXINGTON PA N,27X,LEXINGTON,PA,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
216X UNIVERSITY AV W,216X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
181X SELBY AV ,181X,SELBY,AV,,,,,,,,,
181X SELBY AV ,181X,SELBY,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
189X SUMMIT AV ,189X,SUMMIT,AV,,,,,,,,,
38X DUNLAP ST N,38X,DUNLAP,ST,,,N,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
171X UNIVERSITY AV W,171X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
165X ASHLAND AV ,165X,ASHLAND,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
33X PASCAL ST N,33X,PASCAL,ST,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
47X LYNNHURST AV W,47X,LYNNHURST,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
200X ASHLAND AV ,200X,ASHLAND,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
EXETER PL  & MARSHALL,,EXETER,PL,&,MARSHALL,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
ASHLAND AV  & SNELLING,,ASHLAND,AV,&,SNELLING,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
8X SNELLING AV N,8X,SNELLING,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
30X MISSISSIPPIRIVER BD N,30X,MISSISSIPPIRIVER,BD,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
141X UNIVERSITY AV W,141X,UNIVERSITY,AV,,,W,,,,,,
191X UNIVERSITY AV W,191X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
196X UNIVERSITY AV W,196X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
153X CONCORDIA AV ,153X,CONCORDIA,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
52X LYNNHURST AV W,52X,LYNNHURST,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
38X HAMLINE AV N,38X,HAMLINE,AV,,,N,,,,,,
153X CONCORDIA AV ,153X,CONCORDIA,AV,,,,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
12XX UNIVERSITY AV W,12XX,UNIVERSITY,AV,,,W,,,,,,
43X WHEELER ST N,43X,WHEELER,ST,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
43X WHEELER ST N,43X,WHEELER,ST,,,N,,,,,,
146X UNIVERSITY AV W,146X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
40X DEWEY ST ,40X,DEWEY,ST,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
28X SNELLING AV N,28X,SNELLING,AV,,,N,,,,,,
139X UNIVERSITY AV W,139X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
185X ROBLYN AV ,185X,ROBLYN,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
5XX PRIOR AV N,5XX,PRIOR,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
I94 FW W & LEXINGTON,I94,,FW,&,LEXINGTON,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
45X FAIRVIEW AV N,45X,FAIRVIEW,AV,,,N,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
HAMLINE AV N & MARSHALL,,HAMLINE,AV,&,MARSHALL,N,,,,,,
168X ASHLAND AV ,168X,ASHLAND,AV,,,,,,,,,
124X STANTHONY AV ,124X,STANTHONY,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
124X STANTHONY AV ,124X,STANTHONY,AV,,,,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
134X MARSHALL AV ,134X,MARSHALL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
205X IGLEHART AV ,205X,IGLEHART,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
193X MARSHALL AV ,193X,MARSHALL,AV,,,,,,,,,
20X OTIS AV ,20X,OTIS,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
184X MARSHALL AV ,184X,MARSHALL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
193X MARSHALL AV ,193X,MARSHALL,AV,,,,,,,,,
146X LAUREL AV ,146X,LAUREL,AV,,,,,,,,,
123X PORTLAND AV ,123X,PORTLAND,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
41X FAIRVIEW AV N,41X,FAIRVIEW,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
146X UNIVERSITY AV W,146X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
8X SNELLING AV N,8X,SNELLING,AV,,,N,,,,,,
