COUNTY,FacilityCarried,FeatureCrossed,BridgeNbr,DefStat,SuffRate,ADT,DIST,LENGTH,YrBuilt,InspectAgency,OWNER
ST LOUIS,CR 185,SAND RIVER,93024,ADEQ,86.00,5.00,1,41,1973,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 186,SAVANNAH RIVER, 7843,S.D.,70.10,170.00,1,43,1920,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 189,JOULA CREEK,92241,ADEQ,86.00,20.00,1,32,1965,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 196,BRANCH CREEK, 7845,ADEQ,85.90,55.00,1,25,1971,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 207,STONE RIVER, 7847,ADEQ,96.30,15.00,1,22,1939,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 207,STONE RIVER, 7848,ADEQ,96.30,5.00,1,22,1939,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 209,LITTLE WHITEFACE RIVER, 7849,ADEQ,80.70,35.00,1,34,1939,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 211,LITTLE WHITEFACE RIVER, 7850,S.D.,48.90,35.00,1,39,1944,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 213,STREAM, 7819,ADEQ,96.30,35.00,1,22,1939,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 223,STREAM,95855,ADEQ,97.90,5.00,1,44,1984,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 230,ST LOUIS RIVER,69508,ADEQ,97.00,40.00,1,244,1977,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 230,STREAM,96590,ADEQ,98.00,30.00,1,23,1987,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 245,STREAM,93586,ADEQ,84.80,80.00,1,30,1982,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 253,LITTLE KNIFE RIVER, 7854,S.D.,63.00,5.00,1,32,1923,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 255,LITTLE KNIFE RIVER, 7855,S.D.,40.90,75.00,1,30,1938,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 258,SUCKER RIVER, 7794,S.D.,36.20,270.00,1,40,1946,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 259,STREAM,93512,ADEQ,98.00,10.00,1,27,1980,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 260,FLOODWOOD RIVER,  976,S.D.,27.00,40.00,1,36,1935,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 266,SUCKER RIVER,69560,ADEQ,91.20,135.00,1,41,1984,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 281,TALMADGE RIVER, 7856,F.O.,62.00,5.00,1,26,1921,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 290,SUCKER RIVER,91557,ADEQ,82.00,85.00,1,28,1979,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 293,LESTER RIVER, 6666,ADEQ,69.20,500.00,1,46,1948,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 293,STREAM,96050,ADEQ,97.90,500.00,1,34,1984,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 303,PIKE RIVER,69552,ADEQ,93.00,45.00,1,116,1990,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 303,SANDY RIVER,69616,ADEQ,97.90,225.00,1,48,1998,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 310,EAST TWO RIVERS, 7863,S.D.,50.40,30.00,1,38,1922,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 310,ELBOW CREEK,96876,ADEQ,97.90,185.00,1,30,1991,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 312,ST LOUIS RIVER,69634,ADEQ,100.00,75.00,1,244,2001,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 315,EAST TWO RIVERS, 7865,ADEQ,89.00,110.00,1,32,1972,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 317,EAST TWO RIVERS,69J42,ADEQ,100.00,84.00,1,24,2003,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 319,DITCH,97539,ADEQ,93.00,5.00,1,21,1996,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 320,DITCH,92823,F.O.,80.20,30.00,1,24,1955,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 320,DITCH,97538,ADEQ,93.00,5.00,1,21,1996,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 321,DITCH,97300,ADEQ,93.00,2.00,1,26,1995,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 322,PALEFACE RIVER,69J01,ADEQ,92.70,45.00,1,34,1998,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 340,WATER HEN CREEK,93507,ADEQ,96.30,120.00,1,33,1980,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 340,S BR WATER HEN CREEK,93602,ADEQ,98.00,120.00,1,28,1982,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 344,WATER HEN CREEK,93513,ADEQ,97.00,5.00,1,33,1980,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 344,WATER HEN CREEK,96226,ADEQ,98.00,40.00,1,26,1985,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 347,WATER HEN CREEK,69567,ADEQ,86.90,5.00,1,35,1984,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 356,WILLOW RIVER,92261,S.D.,34.40,40.00,1,50,1967,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 361,LITTLE FORK RIVER, 2284,S.D.,34.50,65.00,1,32,1920,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 362,EMBARRASS RIVER,69524,ADEQ,96.90,225.00,1,84,1985,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 362,EMBARRASS RIVER,69593,ADEQ,96.20,225.00,1,62,1989,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 365,PIKE RIVER,91596,ADEQ,98.00,5.00,1,36,1979,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 367,PIKE RIVER, 7877,S.D.,48.60,5.00,1,152,1940,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 368,CREEK, 7878,F.O.,68.40,5.00,1,25,1943,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 373,PIKE RIVER,69620,ADEQ,92.00,5.00,1,72,1998,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 375,EMBARRASS RIVER,92121,S.D.,37.90,5.00,1,34,1922,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 379,PIKE RIVER,69617,ADEQ,98.00,90.00,1,53,1998,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 390,MUD HEN CREEK,69587,ADEQ,83.80,5.00,1,41,1988,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 392,EMBARRASS RIVER, 7880,ADEQ,85.00,5.00,1,24,1960,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 406,WILLOW RIVER,92259,S.D.,50.00,85.00,1,30,1963,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 409,WEST TWO RIVERS,L4192,S.D.,41.10,5.00,1,22,1956,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 420,LITTLE FORK RIVER,69558,ADEQ,92.60,5.00,1,69,1982,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 422,HAWKINSON CREEK, 7883,ADEQ,80.40,135.00,1,66,1900,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 424,ECHO RIVER,69622,ADEQ,92.30,100.00,1,78,1999,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 431,LITTLE FORK RIVER, 7885,S.D.,31.00,5.00,1,57,1923,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 431,FLINT CREEK,69J24,ADEQ,97.90,120.00,1,30,2003,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 436,DITCH,97299,ADEQ,93.00,5.00,1,26,1995,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 442,STREAM, 7728,ADEQ,60.90,25.00,1,33,1961,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 442,WEST SWAN RIVER,92240,ADEQ,93.00,25.00,1,50,1964,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 442,WEST SWAN RIVER,92243,ADEQ,82.70,25.00,1,51,1964,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 442,EAST SWAN RIVER,92834,ADEQ,90.60,25.00,1,90,1974,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 444,EAST SWAN RIVER,69581,ADEQ,92.90,280.00,1,84,1990,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 444,WEST SWAN RIVER,69588,ADEQ,91.10,30.00,1,119,1988,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 444,STREAM,92629,S.D.,54.70,280.00,1,25,1969,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 444,LITTLE SWAN RIVER,92696,ADEQ,81.00,100.00,1,25,1968,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 447,WEST TWO RIVERS, 7889,S.D.,23.60,310.00,1,63,1919,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 452,WEST TWO RIVERS,69647,ADEQ,99.90,275.00,1,83,2003,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 452,EAST TWO RIVERS,97170,ADEQ,97.90,275.00,1,44,1990,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 453,STREAM, 7892,ADEQ,75.40,170.00,1,25,1955,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 453,STREAM,93448,ADEQ,96.90,170.00,1,55,1979,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 464,ROCK LAKE CREEK,69522,ADEQ,99.00,80.00,1,22,1994,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 467,RICE RIVER,69613,ADEQ,97.00,95.00,1,68,1992,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 468,STREAM, 7893,S.D.,32.80,5.00,1,62,1924,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 469,SHANNON RIVER, 7894,S.D.,62.80,70.00,1,58,1945,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 473,STURGEON RIVER,69606,ADEQ,97.90,500.00,1,74,1994,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 481,LITTLE FORK RIVER,69516,ADEQ,98.00,70.00,1,169,1981,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 481,PAAVOLA CREEK,93136,ADEQ,96.80,30.00,1,32,1975,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 488,FLINT CREEK,92264,S.D.,70.00,40.00,1,47,1965,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 491,GILMORE CREEK,93277,ADEQ,96.00,5.00,1,30,1977,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 492,STURGEON RIVER, 7827,S.D.,29.20,35.00,1,117,1927,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 492,RICE RIVER, 7828,ADEQ,92.00,5.00,1,61,1958,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 495,LITTLE FORK RIVER,69544,ADEQ,98.00,15.00,1,194,1995,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 500,LITTLE FORK RIVER,69527,ADEQ,98.00,90.00,1,253,1998,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 500,FLINT CREEK,69543,ADEQ,100.00,90.00,1,103,2000,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 500,N BR LITTLE FORK RIVER,88751,S.D.,23.00,90.00,1,78,1920,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 519,ASH RIVER,88754,ADEQ,78.80,20.00,1,25,1938,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 526,WEST TWO RIVERS, 2181,ADEQ,84.10,10.00,1,38,1930,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 534,EAST SWAN RIVER,95938,ADEQ,93.00,5.00,1,26,1983,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 540,N BR FLINT CREEK,92262,ADEQ,86.00,95.00,1,30,1964,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 542,CO DITCH,97250,ADEQ,93.00,5.00,1,34,1978,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 547,WOLF CREEK, 7799,ADEQ,90.90,35.00,1,41,1940,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 547,STREAM,69568,ADEQ,97.90,115.00,1,40,1986,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 547,COOLIDGE CREEK,92628,ADEQ,96.60,50.00,1,24,1969,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 560,LONG CREEK,95939,ADEQ,98.00,70.00,1,26,1983,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 563,PALEFACE RIVER,96929,ADEQ,98.00,55.00,1,46,1989,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 565,PARTRIDGE RIVER,69596,ADEQ,92.40,85.00,1,92,1996,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 592,STREAM, 7823,S.D.,69.30,60.00,1,27,1939,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 597,RICE RIVER,88756,ADEQ,90.00,5.00,1,49,1956,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 600,LITTLE FORK RIVER,88757,ADEQ,74.60,5.00,1,89,1932,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 611,PINE CREEK,88758,ADEQ,73.10,75.00,1,25,1900,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 615,SPRING RIDGE CREEK, 7821,S.D.,37.50,315.00,1,33,1940,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 615,EMBARRASS RIVER,92936,ADEQ,52.90,315.00,1,72,1971,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 620,EMBARRASS RIVER,93514,ADEQ,85.90,95.00,1,51,1980,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 632,WATER HEN CREEK,93275,ADEQ,96.50,5.00,1,40,1977,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 642,STREAM, 7753,S.D.,49.90,130.00,1,32,1920,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 642,STREAM,93140,ADEQ,81.30,130.00,1,25,1975,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 652,RICE RIVER, 7826,S.D.,44.80,25.00,1,31,1940,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 652,STURGEON RIVER,69633,ADEQ,100.00,60.00,1,120,2004,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 652,JOHNSON CREEK,92109,S.D.,41.00,25.00,1,22,1955,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 661,STONE RIVER,69574,ADEQ,97.00,5.00,1,32,1985,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 661,WEST TWO RIVERS,93604,S.D.,47.90,75.00,1,90,1982,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 666,DM&IR RY, 7769,ADEQ,85.70,520.00,1,129,1956,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 666,PARTRIDGE RIVER, 7770,ADEQ,64.50,520.00,1,60,1956,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 666,DM&IR RY,88767,ADEQ,65.80,520.00,1,155,1955,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 668,DARK RIVER, 7790,S.D.,55.00,20.00,1,37,1936,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 668,STREAM, 7791,ADEQ,96.30,20.00,1,22,1941,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 668,RICE RIVER,69590,ADEQ,96.80,395.00,1,90,1988,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 686,WATER HEN CREEK,69561,ADEQ,91.20,5.00,1,63,1983,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 688,DARK RIVER,69643,ADEQ,98.00,5.00,1,68,2003,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 692,FRENCH RIVER,69651,ADEQ,97.90,306.00,1,28,2004,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 694,CLOQUET RIVER,69602,ADEQ,98.00,45.00,1,232,1997,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 694,BEAR TRAP RIVER,93376,ADEQ,87.00,45.00,1,26,1978,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 696,STREAM, 7801,S.D.,29.10,420.00,1,33,1929,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 701,CHAMBERSBURG RD-MILLER C,L8478,ADEQ,85.10,175.00,1,24,1954,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 704,DITCH,L4163,S.D.,41.10,5.00,1,23,1960,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 710,DEER CREEK, 7743,S.D.,50.60,90.00,1,31,1962,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 725,HELLEWEGS CREEK,97918,ADEQ,98.00,55.00,1,51,1993,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 732,FLOODWOOD RIVER,69572,ADEQ,96.90,95.00,1,96,1985,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 734,HELLEWEGS CREEK,97917,ADEQ,98.00,25.00,1,37,1993,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 737,HELLEWEGS CREEK, 7836,ADEQ,91.30,5.00,1,27,1938,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 741,ST LOUIS RIVER,69539,ADEQ,84.50,65.00,1,329,1990,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 743,SAND CREEK,92242,S.D.,25.20,40.00,1,97,1966,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 745,DITCH,93447,ADEQ,92.00,5.00,1,23,1979,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 766(NFD 278),STURGEON RIVER,92103,ADEQ,72.30,30.00,1,52,1963,ST LOUIS COUNTY,OTHER
ST LOUIS,CR 769,WILLOW RIVER,92698,F.O.,79.20,5.00,1,28,1970,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 779,RICE RIVER,92110,ADEQ,80.20,5.00,1,34,1962,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 795,BIRCH RIVER,93451,S.D.,69.80,135.00,1,57,1979,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 796,EMBARRASS RIVER,88773,S.D.,32.20,5.00,1,84,1919,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 797,BEAR CREEK,L4199,S.D.,48.70,5.00,1,22,1937,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 816,PRAIRIE RIVER,88777,ADEQ,97.00,10.00,1,25,1956,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 825,PRAIRIE RIVER,93199,ADEQ,92.00,5.00,1,46,1976,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 832,SIXTEEN CREEK,93603,ADEQ,98.00,5.00,1,37,1982,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 834,EAST SAVANNA RIVER,69550,ADEQ,90.50,35.00,1,79,1983,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 834,EAST SAVANNA RIVER,89072,S.D.,34.90,35.00,1,41,1953,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 835,FLOODWOOD RIVER,93515,ADEQ,89.30,15.00,1,114,1980,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 836,EAST SAVANNA RIVER,93452,ADEQ,97.00,65.00,1,102,1979,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 837,STREAM,88783,S.D.,21.70,105.00,1,33,1940,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 848,JOE MARTIN BROOK,69619,F.O.,80.50,5.00,1,25,1998,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 851,STONEY BROOK RIVER,88785,S.D.,69.10,110.00,1,33,1941,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 860,ARTICHOKE RIVER,93558,ADEQ,92.00,5.00,1,61,1981,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 866,ARTICHOKE RIVER,96589,ADEQ,98.00,75.00,1,49,1987,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 872,BEAR TRAP RIVER,93375,ADEQ,98.00,30.00,1,26,1978,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 893,MIDWAY RIVER,88789,ADEQ,97.00,40.00,1,28,1960,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 910,FLINT CREEK,69J02,ADEQ,97.90,275.00,1,30,1996,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 912,RICE RIVER,69548,ADEQ,97.90,205.00,1,142,1991,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 914,LITTLE FORK RIVER,69604,ADEQ,95.60,5.00,1,96,1990,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 916,STREAM,93020,ADEQ,81.00,55.00,1,23,1973,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 916,BEAR RIVER,93276,ADEQ,91.00,55.00,1,76,1977,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 923,STURGEON RIVER,69579,ADEQ,97.00,20.00,1,166,1986,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 923,STREAM,96225,ADEQ,92.90,20.00,1,26,1985,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 927,WEST SWAN RIVER,69559,ADEQ,92.00,25.00,1,72,1984,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 931,STURGEON RIVER,88796,F.O.,63.30,5.00,1,142,1919,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 936,RICE RIVER,88797,S.D.,63.00,5.00,1,61,1940,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 937,FLINT CREEK,88798,ADEQ,69.70,100.00,1,47,1940,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 938,FLINT CREEK,88799,S.D.,63.00,35.00,1,71,1957,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 955,EAST TWO RIVERS,69589,ADEQ,91.90,230.00,1,46,1988,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 957,ST LOUIS RIVER,69538,ADEQ,95.90,305.00,1,203,1986,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 962,BEARSKIN RIVER,89071,S.D.,27.10,45.00,1,102,1919,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 965,WEST SWAN RIVER, 7812,S.D.,45.50,30.00,1,55,1921,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 965,SAND CREEK, 7815,S.D.,36.00,15.00,1,30,1943,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 967,PALEFACE RIVER,95941,ADEQ,93.00,5.00,1,49,1983,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 980,JENKINS CREEK,93025,ADEQ,66.30,40.00,1,33,1973,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 980(FARM ENT),JENKINS CREEK,93559,ADEQ,86.90,2.00,1,24,1981,ST LOUIS COUNTY,COUNTY
ST LOUIS,CR 981,WHITEFACE RIVER, 7832,ADEQ,75.50,150.00,1,102,1938,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 10,LESTER RIVER, 6667,ADEQ,73.80,650.00,1,64,1948,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 100,ST LOUIS RIVER, 7183,ADEQ,73.20,1500.00,1,168,1958,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 101,EAST TWO RIVERS, 7759,ADEQ,46.20,270.00,1,38,1928,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 102,EAST TWO RIVERS,93504,ADEQ,97.90,630.00,1,41,1980,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 107,STURGEON RIVER, 7761,S.D.,31.80,20.00,1,130,1922,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 107,STURGEON RIVER, 7762,ADEQ,96.30,20.00,1,27,1947,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 107,STREAM, 7763,ADEQ,85.30,20.00,1,27,1947,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 107,STURGEON RIVER,69542,ADEQ,98.00,15.00,1,220,1995,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 108,PALEFACE RIVER, 7766,S.D.,71.00,365.00,1,28,1920,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 108,PALEFACE RIVER,69517,ADEQ,96.70,365.00,1,31,1981,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 108,ST LOUIS RIVER,69555,ADEQ,97.90,250.00,1,147,1989,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 108,WATER HEN CREEK,69556,ADEQ,90.90,365.00,1,78,1985,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 108,STREAM,93449,ADEQ,86.90,250.00,1,25,1979,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 11,KINGSBURY CREEK,69547,ADEQ,97.20,3650.00,1,33,1983,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 110,PARTRIDGE RIVER, 7165,S.D.,49.40,2950.00,1,145,1957,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 110,CHANNEL, 7771,ADEQ,67.90,2950.00,1,33,1956,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 110,ST LOUIS RIVER,69586,ADEQ,95.00,215.00,1,77,1990,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 110,SHIVER CREEK,97111,ADEQ,98.90,215.00,1,28,1991,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 114,LITTLE FORK RIVER,69618,ADEQ,97.90,115.00,1,292,2000,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 116,PICKET RIVER, 7773,ADEQ,61.60,255.00,1,99,1954,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 116,LITTLE INDIAN SIOUX RIVE, 7774,ADEQ,77.40,255.00,1,53,1955,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 116,MOOSE RIVER, 7775,S.D.,35.00,255.00,1,44,1956,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 116,PORTAGE RIVER, 7776,ADEQ,82.00,255.00,1,72,1953,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 12,LESTER RIVER,69504,ADEQ,83.30,4600.00,1,205,1973,ST LOUIS COUNTY,CITY
ST LOUIS,CSAH 120,BEAR ISLAND RIVER,69621,ADEQ,97.70,295.00,1,60,1998,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 129,DALEY BROOK,96591,ADEQ,90.70,310.00,1,27,1989,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 13,MIDWAY RIVER,90657,ADEQ,95.00,5800.00,1,37,1964,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 131,SANDY RIVER,69584,ADEQ,96.80,520.00,1,53,1991,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 133,DITCH, 7780,S.D.,63.10,550.00,1,26,1939,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 133,WHITEFACE RIVER,69502,ADEQ,81.70,680.00,1,171,1964,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 133,ST LOUIS RIVER,69506,ADEQ,96.30,680.00,1,263,1976,ST LOUIS COUNTY,COUNTY
ST LOUIS,CSAH 133,FLOODWOOD RIVER,96536,ADEQ,97.70,150.00,1,29,1988,ST LOUIS COUNTY,COUNTY
