"ID","NAME","TREASURER","ADDRESS1","ADDRESS2","CITY","STATE","ZIP","DESIGNATE","TYPE","PARTY","FILEFREQ","INTEREST","CONNECTED","CAND_ID","COMMCODE"
"C00456863","COMMITTEE FOR STABILIZING AMERICA'S NEIGHBORHOODS; THE","RUBEN ESTRADA","303 EAST 17TH AVENUE SUITE 108",,"DENVER","CO","80203",,"N",,"Q",,"NONE",,
"C00456871","FORSYTH COUNTY REPUBLICAN PARTY","Hopkins, Clayton Mr.","PO BOX 1917",,"Cumming","GA","30028",,"X","REP","Q",,"GEORGIA REPUBLICAN PARTY",,
"C00456889","LOUISIANA MORTGAGE LENDERS POLITICAL ACTION COMMITTEE","SANDY C WHITEHEAD","2561 CITIPLACE CT SUITE 750-177",,"BATON ROUGE","LA","70808",,"N",,"Q","T","LOUISIANA MORTGAGE LENDERS ASSOCIATION",,
"C00456897","YEMENI AMERICAN PUBLIC AFFAIRS COUNCIL-PAC","JAMAL A SALEH","10500 DIX AVE","PMB 102","DEARBORN","MI","48120",,"N",,"Q","C","YEMENI AMERICAN PUBLIC AFFAIRS COUNCIL",,
"C00456905","LEADERSHIP THAT LISTENS PAC","JEREMIAH BRYAN POPE","PO BOX 44084",,"FORT WASHINGTON","MD","20749","D","N",,"Q",,"REP DONNA F EDWARDS",,
"C00456913","HILLTOP POLITICAL ACTION COMMITTEE","RANDALL BROZ","499 SOUTH CAPITOL ST SW SUITE 412",,"WASHINGTON","DC","20003","D","N",,"Q",,"CHAKA FATTAH",,
"C00456921","SCOPE - SIKH COMMUNITY ORGANIZED FOR POLITICAL EDUCATION","GREGORY E SANBORN","PO BOX 2732",,"UNION CITY","CA","94587",,"N",,"Q",,"NONE",,
"C00456939","HAWAIIAN AIRLINES INC POLITICAL ACTION COMMITTEE","HOYT H ZIA","3375 KOAPAKA STREET SUITE G350",,"HONOLULU","HI","96819",,"N",,"Q","C","HAWAIIAN AIRLINES INC",,
"C00456947","ASIAN AMERICAN FOR GOOD GOVERNMENT PAC - FEDERAL","J RICHARD EICHMAN","1127-11TH STREET SUITE 300",,"SACRAMENTO","CA","95814",,"N",,"Q",,"NONE",,
"C00456954","VIRGINIA KOREAN AMERICANS FOR CHANGE","ESTHER HYUNJU OH","2420 16TH ST N APT 3",,"ARLINGTON","VA","22201",,"N",,"Q",,"NONE",,
"C00456962","DFAM PAC","BARBARA WALTERS","PO BOX 145218",,"CORAL GABLES","FL","33114",,"N",,"Q","C","DEMOCRACY FOR AMERICA MIAMI DADE INC",,
"C00456988","BARRETT FOR CONGRESS","KEVIN BARRETT","W8696 POWER HOUSE RD",,"BLACK RIVER FALLS","WI","54615","P","H","LIB","Q",,,"H8WI03087",
"C00456996","CANTER FOR CONGRESS","RON CLARK","8547 ARAPAHOE ROAD STE J PMB 1200",,"ENGLEWOOD","CO","80112","P","H","DEM","Q",,,"H0CO06069",
"C00457002","NY POWER TO THE PEOPLE COMMITTEE","GIL OBLER","PO BOX 8043",,"NEW YORK","NY","10116",,"N",,"Q",,"NONE",,
"C00457010","COMMITTEE TO ELECT DARLENE FITZGERALD PRICE TO THE US SENATE; THE","AUSTIN PRICE","PO BOX 279",,"WHITLEY CITY","KY","42653","P","S","DEM","Q",,,"S0KY00115",
"C00457028","ELIZABETH AMES JONES FOR TEXAS INC","JAMES L HAYNE","PO BOX 685289",,"AUSTIN","TX","78768","P","S","REP","Q",,,"S2TX00262",
"C00457036","MICHIGAN PHARMACISTS ASSOCIATION FEDERAL PAC","LARRY D WAGENKNECHT","815 NORTH WASHINGTON AVE",,"LANSING","MI","48906",,"N",,"Q","T","MICHIGAN PHARMACISTS ASSOCIATION",,
"C00457044","A MORE PERFECT UNION POLITICAL ACTION COMMITTEE","RANDALL BROZ","499 SOUTH CAPITOL ST SW SUITE 412",,"WASHINGTON","DC","20003","D","N",,"Q",,"JESSE L JACKSON JR",,
"C00457051","COBHAM HOLDINGS INC POLITICAL ACTION COMMITTEE 'COBHAM PAC'","Glackin, Brian","10 Cobham Drive",,"Orchard Park","NY","14127",,"N",,"Q","C","COBHAM HOLDINGS INC/SPARTA INC EMPLOYE",,
"C00457069","DNC PRESIDENT REPLACEMENT 2008  ELECTION - DRH","DARREL REECE HUNTER","3904 HUNTINGTON",,"AMARILLO","TX","79109","P","P","DEM","Q",,,"P80004831",
"C00457077","IRRIGATION ASSOCIATION POLITICAL ACTION COMMITTEE (IRRIGATIONPAC)","DEBORAH HAMLIN","6540 ARLINGTON BOULEVARD",,"FALLS CHURCH","VA","22042",,"N",,"Q","T","IRRIGATION ASSOCIATION",,
"C00457085","MOODY NOLAN - WASHINGTON DC LLC, POLITICAL ACTION COMMITTEE","DAVID G KING","300 SPRUCE ST SUITE 300",,"COLUMBUS","OH","43215","U","N",,"Q","C","MODDY NOLAN-WASHINGTON DC LLC",,
"C00457093","BROOKSHIRE BROTHERS MANAGEMENT INC PAC","JERRY JOHNSON","1201 ELLEN TROUT DRIVE",,"LUFKIN","TX","75904",,"N",,"Q","C","BROOKSHIRE BROTHERS MANAGEMENT INC",,
"C00457101","CHAMBLISS VICTORY COMMITTEE","ROBERT JENTGENS","PO BOX 75103",,"WASHINGTON","DC","20013","J","N",,"Q",,"NRSC/RNC/GA REP PTY","S2GA00118",
"C00457119","FRANKEN RECOUNT FUND","Borman, Thomas","4190 Vinewood Lane, #111-554",,"Minneapolis","MN","55442","J","N",,"Q",,"MINNESOTA DFL","S8MN00438",
"C00457127","GEORGIA SENATE 2008","THOMAS LOPACH","120 MARYLAND AVE NE",,"WASHINGTON","DC","20002","J","N",,"Q",,"DEM SEN CAMP CMTE","S8GA00164",
"C00457135","MARTIN VICTORY FUND","Buchanan, Katherine M","102 Lake Cook Drive",,"Alexandria","VA","22304","J","N",,"Q",,"N/A","S8GA00164",
"C00457143","OHIO COUNTS EVERY VOTE","SANFORD MEIZLISH","550 EAST WALNUT STREET",,"COLUMBUS","OH","43215","J","N",,"Q",,"OH DEM PTY","H6OH15104",
"C00457150","JUNE FOR CONGRESS CAMPAIGN","JUNE POUESI","558 E DOUBLE STREET",,"CARSON","CA","90745","P","H","REP","T",,,"H8CA37285",
"C00457168","AMERICANS FOR A DEMOCRATIC FUTURE","GARY SPENCER","429 E SIXTH ST",,"DAYTON","OH","45402","J","N",,"Q",,,,
"C00457184","LOCAL 891 INTERNATIONAL UNION OF OPERATING ENGINEERS/ENGINEERS POLITICAL EDUCATION CMTE","GREGORY SUTTON","BROOKLYN NAVY YARD","63 FLUSHING AVE BLDG 292 STE 401","BROOKLYN","NY","11205","U","Q",,"Q","L","LOCAL 891 IUOE/IUOE-EPEC",,
"C00457192","DEMOCRATIC VICTORY 08","DARRELL L PASTER","321 WEST 89TH STREET APT 6",,"NEW YORK","NY","10024",,"N",,"Q",,,,
"C00457200","SAN BERNARDINO COUNTY DEMOCRATIC CENTRAL COMMITTEE","KINDE DURKEE","1212 S VICTORY BLVD",,"BURBANK","CA","91502",,"Y","DEM","Q",,"DEMOCRATIC STATE CENTRAL COMMITTEE OF",,
"C00457218","POLICE BENEVOLENT ASSOC POLICE DEPARTMENT COUNTY OF NASSAU  NY FEDERAL PAC","WAYNE HARTMAN","89 E JERICHO TURNPIKE",,"MINEOLA","NY","11501",,"N",,"Q","L","POLICE BENEVOLENT ASSOC POLICE DEPARTM",,
"C00457226","INTERNATIONAL BOTTLED WATER ASSOCIATION POLITICAL ACTION COMMITTEE","SHAYRON BARNES-SELBY","1700 DIAGONAL ROAD SUITE 650",,"ALEXANDRIA","VA","22314",,"N",,"Q","T","INTERNATIONAL BOTTLED WATER ASSOCIATIO",,
"C00457234","MARSH AND MCLENNAN COMPANIES INC PAC (MMC PAC)","ALAN BIELER","1166 AVENUE OF THE AMERICAS",,"NEW YORK","NY","10036",,"N",,"Q","C","MARSH & MCLENNAN COMPANIES INC",,
"C00457242","BLUE CROSS BLUE SHIELD OF ALABAMA PAC","JAMES HOEBERLING","2 NORTH JACKSON STREET SUITE 202",,"MONTGOMERY","AL","36104",,"N",,"Q","C","BLUE CROSS BLUE SHIELD OF ALABAMA",,
"C00457259","COMMITTEE TO ELECT MALIK RAHIM","SHAWN CHRISTY","331 ATLANTIC AVENUE",,"NEW ORLEANS","LA","70114","P","H","GRN","Q",,,"H8LA02120",
"C00457267","FRIENDS OF SARA","ANGELINA M ROSSI","3213 N WILTON AVE UNIT A",,"CHICAGO","IL","60657","P","H","DEM","Q",,,,
"C00457275","HAWKINS FOR CONGRESS","JOHN S YORKS","PO BOX 562",,"SYRACUSE","NY","13205","P","H","OTH","Q",,,"H0NY25037",
"C00457283","NATIONAL INTEREST SECURITY COMPANY POLITICAL ACTION COMMITTEE NISC PAC","WILLIAM KING","3050 CHAIN BRIDGE ROAD SUITE 600",,"FAIRFAX","VA","22030",,"N",,"Q","W","NATIONAL INTEREST SECURITY COMPANY",,
"C00457291","ACU-PAC","SCOTT MACKENZIE","5101 MACARTHUR BLVD NW SUITE 200",,"WASHINGTON","DC","20016",,"N",,"Q",,"NONE",,
"C00457309","BERTAN'10","JOHN MULHALL","7 EVERGREEN LANE",,"CAZENOVIA","NY","13035","P","H","REP","Q",,,"H0NY25052",
"C00457317","2012 DRAFT SARAH COMMITTEE","DAVID L KELLY","4945 SHIRLEY PLACE",,"COLORADO SPRINGS","CO","80920","U","I",,"Q",,,,
"C00457325","FRIENDS OF JEANNE SHAHEEN","MICHELLE CHICOINE","PO BOX 1510",,"MANCHESTER","NH","03105","P","S",,"Q",,,"S0NH00219",
"C00457333","CRAIGWILLIS2CONGRESS","GORDON A WESTON","2984 BECKET RD",,"CLEVELAND","OH","44120","P","H",,"Q",,,"H8OH11273",
"C00457341","POMONA VALLEY DEMOCRATIC CLUB","KINDE DURKEE","1212 S VICTORY BLVD",,"BURBANK","CA","91502",,"N",,"Q",,"NONE",,
"C00457358","RIGHTCHANGE.COM POLITICAL ACTION COMMITTEE INC","FREDRIC ESHELMAN","PO BOX 2259",,"WILMINGTON","NC","28402",,"N",,"Q",,,,
"C00457366","SIIA POLITICAL ACTION COMMITTEE","CLIFFORD ROBERTI","1250 H STREET NW SUITE 901",,"WASHINGTON","DC","20005",,"N",,"Q","T","SELF-INSURANCE INSTITUTE OF AMERICA",,
"C00457374","DEVORE FOR CALIFORNIA","BETTY PRESLEY","30151 TOMAS",,"RANCHO SANTA MARGA","CA","92688","P","S",,"Q",,,"S0CA00298",
"C00457382","OC BIZ FED PAC","DANA W REED","520 S GRAND AVE #700",,"LOS ANGELES","CA","90071",,"N",,"Q",,"NONE",,
"C00457390","DAN FRANK FOR CONGRESS","DANIELLE WARREN","408 WEST CHESTNUT STREET",,"LANCASTER","PA","17603","P","H","CON","Q",,,"H8PA16052",
"C00457408","RYAN JONES FOR CONGRESS","RYAN J JONES","2246 N 2ND ST",,"LANDER","WY","82520","P","S",,"Q",,,"S2WY00083",
"C00457416","LAST DEFENSE POLITICAL ACTION COMMITTEE","STEVE AGUILAR","PO BOX 941298",,"SIMI VALLEY","CA","93094",,"N",,"Q",,,,
"C00457424","INDEPENDENT MODERATE POLITICAL ACTION COMMITTEE","JACOB R BEAUMONT","PO BOX 1388",,"LAWRENCE","KS","66044",,"N",,"Q",,,,
"C00457432","COMMITTEE TO ELECT SYLVESTER J PETTWAY FOR PRESIDENT","DIANE COLLINS","534 ARCTIC ST","PO BOX 2151","BRIDGEPORT","CT","06608","P","P",,"T",,,,
"C00457440","WEST NEWBURY DEMOCRATIC TOWN COMMITTEE","DENISE A TINGUELY","25 ALBION LANE",,"WEST NEWBURY","MA","01985",,"X","DEM","Q",,"MASSACHUSETTS DEMOCRATIC PARTY DEMOCRA",,
"C00457457","UNITED STATES POLITICAL SCIENTISTS FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457465","UNITED STATES ECONOMISTS FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457473","UNITED STATES BUSINESS CEOS FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457481","UNITED STATES CAPITALISTS FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457499","UNITED STATES BOURGEOIS FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457507","UNITED STATES STOCK BROKERS FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457515","UNITED STATES INTELLECTUAL ELITES FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457523","UNITED STATES CHIROPRACTORS FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457531","UNITED STATES INVESTORS FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457549","UNITED STATES ACCOUNTANTS FEDERAL PAC","JOSUE LAROSE","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","U","N",,"Q",,"NONE",,
"C00457556","QUIGLEY FOR CONGRESS","RONALD G HAYDEN","PO Box 13040",,"Chicago","IL","60613","P","H","DEM","Q",,,"H0IL05096",
"C00457564","COLEMAN MINNESOTA RECOUNT COMMITTEE","ANTHONY G SUTTON","PO BOX 14483",,"ST PAUL","MN","55114","J","N",,"Q",,"REP PTY OF MN","S2MN00126",
"C00457572","BISON PAC","TALIB I KARIM","C/OTALIB KARIM","1629 K STREET NW SUITE 300","WASHINGTON","DC","20006",,"N",,"Q","T",,,
"C00457580","DOTPAC","JAMES C BOYCE","111 BEACH ST","COMMERCIAL UNIT 1","BOSTON","MA","02111",,"N",,"Q",,,,
"C00457598","PHILADELPHIA BUILDING TRADES COUNCIL POLITICAL ACTION COMMITTEE","PATRICK EIDING","2791 SOUTHAMPTON ROAD",,"PHILADELPHIA","PA","19154",,"N",,"Q",,"PHILADELPHIA BUILDING TRADES COUNCIL A",,
"C00457606","PREIT-RUBIN PAC","BRUCE GOLDMAN","200 SOUTH BROAD ST 3RD FLOOR",,"PHILADELPHIA","PA","19102","U","N",,"Q","C","PREIT-RUBIN INC",,
"C00457614","OBERMAN FOR CONGRESS","JUDSON H MINER","1962 N BISSELL ST APT 3",,"CHICAGO","IL","60614","P","H","DEM","Q",,,"H0IL05138",
"C00457622","KAY HAGAN FOR US SENATE","NANCY M BRENNER","PO BOX 29103",,"GREENSBORO","NC","27429","P","S","DEM","Q",,"KAY HAGAN FOR US SENATE","S8NC00239",
"C00457630","FORYS FOR CONGRESS","STANLEY DOBEK","4820 N CENTRAL AVE",,"CHICAGO","IL","60630","P","H","DEM","Q",,,"H0IL05088",
"C00457648","WINPAC","KINDE DURKEE","1212 S VICTORY BLVD",,"BURBANK","CA","91502","U","N",,"Q",,"NONE",,
"C00457655","ALASKANS FOR TRUTH","RONALD W DEVON","PO BOX 141496",,"ANCHORAGE","AK","99514",,"N",,"Q",,"NONE",,
"C00457663","SUNSHINE STATE PAC","GEORGE A GAGNON","500 RED SAIL WAY",,"SATELLITE BEACH","FL","32937","D","N",,"Q",,"MOVING AMERICA FORWARD",,
"C00457671","CARY CAPPARELLI FOR CONGRESS","JAMES SACHAY","PO BOX 31031",,"CHICAGO","IL","60631","P","H","DEM","Q",,,"H0IL05146",
"C00457689","PRAIRIELAND PAC","LISA LISKER","228 S WASHINGTON ST STE 115",,"ALEXANDRIA","VA","22314","D","N",,"Q",,"MICHAEL O JOHANNS",,
"C00457697","MILLERCOORS LLC PAC","Scully, Timothy H. Mr. Jr.","1501 M Street NW","Suite 330","Washington","DC","20005","U","Q",,"Q","C","MillerCoors LLC",,
"C00457705","COUNTRY FIRST POLITICAL ACTION COMMITTEE (COUNTRY FIRST PAC)","KEITH A DAVIS","228 S WASHINGTON STREET SUITE 115",,"ALEXANDRIA","VA","22314",,"N",,"Q",,,,
"C00457713","WHEELAN FOR CONGRESS","HARRY PASCAL","PO BOX 146487",,"CHICAGO","IL","60614","P","H","DEM","Q",,,"H0IL05153",
"C00457721","ISRAEL 2CONGRESS","ISRAEL C VASQUEZ","5907 N HARLEM AVE",,"CHICAGO","IL","60631","P","H","DEM","Q",,,"H0IL05112",
"C00457739","UNITED STATES SENATE JOINT ADVISORY COMMITTEE","JACK HU","601 PENNSYLVANIA AVENUE NW STE 900",,"WASHINGTON","DC","20004",,"N",,"Q",,,,
"C00457747","GREAT LAND PAC","JENNIFER MUELLER","607 14TH STREET NW SUITE 800",,"WASHINGTON","DC","20005","D","N",,"Q",,"MARK BEGICH",,
"C00457754","U S TRAVEL ASSOCIATION PAC","DAVID MIMM","1100 NEW YORK AVENUE NW SUITE 450",,"WASHINGTON","DC","20005",,"N",,"Q",,"US TRAVEL ASSOCIATION",,
"C00457762","JEWISH-CHRISTIAN PARTY OF FLORIDA","ISHAH WRIGHT","10960 SW 70 TERRACE",,"MIAMI","FL","33173","J","X","JCN","A",,"JC NAT CMTE/JC PTYS OF VA AND TX","H8FL17012",
"C00457770","JEWISH-CHRISTIAN PARTY OF TEXAS","ISHAH WRIGHT","506 CUMMINGS ST",,"BOWIE","TX","76230","J","X","JCN","A",,"JC NAT CMTE JC PTYS OF FL-VA","H8FL17012",
"C00457788","JEWISH-CHRISTIAN PARTY OF VIRGINIA","ISHAH WRIGHT","JEWISH-CHRISTIAN NATIONAL HEADQUAR","632 THOMAS RD","LYNCHBURG","VA","24502","J","X","JCN","A",,"JC NAT CMTE/JC PTY OF FL","H8FL17012",
"C00457796","CARVEL ST JOHN FOR CONGRESS","ISHAH WRIGHT","632 THOMAS RD",,"LYNCHBURG","VA","24501","P","H","JCN","A",,,"H0VA08099",
"C00457804","BARKER FOR KANSAS","KRISTEN KUHN","307 SOUTH MAIN STREET",,"PRATT","KS","67124","P","H","REP","Q",,,"H0KS01107",
"C00457812","SAVE THE FIRST AMENDMENT PAC","KELLY LAWLER","PO BOX 984",,"WILLOWS","CA","95988",,"N",,"Q",,,,
"C00457820","ISSUES BASE FUNDERS IBF","JOSHUA E HUMBERT",,,,,,,"N",,"Q",,"NONE",,
"C00457838","DUMP DODD 2010","CHRIS A FORD","PO BOX 688",,"WOODBURY","CT","06798",,"N",,"Q",,,,
"C00457846","ROGER WILLIAMS US SENATE EXPLORATORY COMMITTEE","JOSE CUEVAS JR","PO BOX 1504",,"AUSTIN","TX","78767","P","S",,"Q",,,"S2TX00270",
"C00457853","TERRACON POLITICAL ACTION COMMITTEE","JAMES HOEBERLING","18001 WEST 106TH STREET SUITE 300",,"OLATHE","KS","66061",,"N",,"Q","C","TERRACON CONSULTANTS INC",,
"C00457861","COMMITTEE TO ELECT DAVID MENDIOLA CING","NOBERTO A MENDIOLA","MARPO VALLEY","PO BOX 60","TINIAN","MP","96952","P","H","DEM","T",,,"H8MP00058",
"C00457879","LUCERO FOR CONGRESS","ANDREA A RASEY","PO BOX 921",,"JOHNSTOWN","CO","80534","P","H","REP","Q",,,"H0CO04114",
"C00457887","VASOVSKI FOR CONGRESS","FRANK MICHAEL VASOVSKI","PO BOX 7121",,"AIKEN","SC","29804","P","H","REP","Q",,,"H0SC03069",
"C00457895","COMMITTEE TO ELECT MATT REICHEL FOR CONGRESS","LEAH WILSON","6742 N NEWGARD",,"CHICAGO","IL","60626","P","H","DEM","Q",,,"H8IL05099",
"C00457903","DONATELLI FOR CONGRESS","JAN H DONATELLI","2038 N CLARK ST #111",,"CHICAGO","IL","60614","P","H","DEM","Q",,,"H8IL05107",
"C00457911","NATIONAL COMMITTEE FOR ANIMAL WELFARE","CHRISTIAN ALDEN","865 W LANSDOWNE AVE",,"ORANGE CITY","FL","32763",,"N",,"Q",,"NONE",,
"C00457929","FRIENDS OF TOM KEAN","RONALD GRAVINO","PO BOX 225",,"COLONIA","NJ","07067","P","H","REP","Q",,,"H0NJ07089",
"C00457937","VIRGINIA RED STATE","JASON EUGENE CALL","2140 PARAMONT AVENUE",,"CHESAPEAKE","VA","23320",,"N",,"Q",,,,
"C00457945","BILL WHITE FOR TEXAS","BARRY HUNSAKER JR","PO BOX 131197",,"HOUSTON","TX","77219","P","S","DEM","Q",,,"S2TX00288",
"C00457952","SEAN SALAZAR FOR SENATE","SEAN SALAZAR","7631 212TH ST SW 108C",,"EDMONDS","WA","98026","P","S","REP","Q",,,"S0WA00209",
"C00457960","MICHAEL WILLIAMS FOR US SENATE COMMITTEE","RICHARD HOWELL COLLINS","PO BOX 717",,"AUSTIN","TX","78767","P","S","REP","Q",,,"S0TX00142",
"C00457978","JOSUE LAROSE FOR US PRESIDENT","VALENCIA ST LOUIS","929 SW 15TH STREET",,"DEERFIELD BEACH","FL","33441","P","P","REP","Q",,,"P60004777",
"C00457986","STOP THE MEDIA AND POLITICAL PROSTITUTIONS","PAVEL GOBERMAN","PO BOX 1664",,"BEAVERTON","OR","97075","P","S","DEM","Q",,,"S4OR00065",
"C00457994","FREE AMERICAN CITIZENS","CLAYTON D PASLAY","PO BOX 711",,"BURLESON","TX","76097",,"N",,"Q",,,,
"C00458000","PROGRESSIVE CHANGE CAMPAIGN COMMITTEE","ADAM GREEN","1630 R STREET NW #703",,"WASHINGTON","DC","20009",,"N",,"Q",,"NONE",,
"C00458018","STERICYCLE, INC POLITICAL ACTION COMMITTEE","MEREDITH KELLEY","1155 21ST STREET NW SUITE 300",,"WASHINGTON","DC","20036",,"N",,"Q",,"STERICYCLE INC",,
"C00458026","EM BUSINESS HOLDINGS, INC POLITICAL ACTION COMMITTEE","JAMES A SAPUTO","1421 JEFFERSON DAVIS HWY SUITE 500",,"ARLINGTON","VA","22202",,"N",,"Q","C","EM BUSINESS HOLDINGS INC",,
"C00458034","REPUBLICAN PROJECT; THE","GORDON A DAVIS","PO BOX 302",,"BRIDGTON","ME","04009",,"N",,"Q",,,,
"C00458042","FRANCHISE ASSOCIATION COALITION PAC (FAC PAC)","LOREN GOODRIDGE","1201 ROBERTS BOULEVARD SUITE 100",,"KENNESAW","GA","30144",,"N",,"Q","C","COALITION OF FRANCHISEE ASSOCIATIONS",,
"C00458059","ALASKANS FOR BEGICH 2014","CHRIS HERBERGER","PO BOX 410",,"PALMER","AK","99645","P","S","DEM","Q",,,"S8AK00090",
"C00458067","RIGHT PRINCIPLES PAC","ROBERT W MACGUFFIE","2490 BLACK ROCK TURNPIKE NO 128",,"FAIRFIELD","CT","06825",,"N",,"Q",,"NONE",,
"C00458075","ASSOCIATION FOR QUALITY IMAGING POLITICAL ACTION COMMITTEE (AQIPAC)","ROBERT V BAUMGARTNER","PO BOX 50230",,"WASHINGTON","DC","20091",,"N",,"Q","T","ASSOCIATION FOR QUALITY IMAGING (AQI)",,
"C00458083","FRIENDS OF ELLIOT RICHARDSON","FRANCEE NACHBAR","39 ST CHARLES PLACE",,"HIGHLAND PARK","IL","60035","P","H","DEM","Q",,,"H0IL10245",
"C00458091","ARG PAC","PAUL WORLIE","11855 SORRENTO VALLEY ROAD SUITE C",,"SAN DIEGO","CA","92121","U","N",,"Q",,"NONE",,
"C00458174","GLORIA ROMERO FOR CONGRESS","GLORIA ROMERO","6380 WILSHIRE BLVD #1612",,"LOS ANGELES","CA","90048","P","H",,"Q",,,"H0CA32119",
"C00458315","MORAN FOR KANSAS","TIMOTHY E GOTTSCHALK","P O BOX 1151",,"HAYS","KS","67601","P","S",,"Q",,,"S0KS00091",
"C00459388","SPENCER FOR CONGRESS","DAVID S RILLING","109 RIDGEWAY ROAD",,"GAFFNEY","SC","29340","P","H",,"Q",,,"H4SC05041",
"C00460485","PARC PAC","CECIL BOTHWELL","PO BOX 4093",,"ASHEVILLE","NC","28805","U","N",,"Q",,,,
"C30000012","MOVEON.ORG VOTER FUND","NEIL REIFF","336 BON AIR CENTER BOX 381","BOX 381","GREENBRAE","CA","94904","U","E",,"Q",,,,
"C30000020","MPP POLITICAL FUND","ROBERT KAMPIA","PO BOX 77492 CAPITOL HILL","                  PO BOX 77492 CAP","WASHINGTON","DC","20013","U","E",,"Q",,,,
"C30000038","MAIN STREET INDIVIDUAL FUND","SARAH CHAMBERLAIN RESNICK","1220 L STREET NW #100-273","                  1220 L STREET NW","WASHINGTON","DC","20005","U","E",,"Q",,,,
"C30000046","GOLDEN STATE SENATORIAL INITIATIVE","DONALD W BROOKS","10 ALMADEN BLVD SUITE 988","                  10 ALMADEN BLVD","SAN JOSE","CA","95113","U","E",,"Q",,,,
"C30000053","MEDIA FUND; THE","JANICE ANN ENRIGHT","1101 VERMONT AVENUE WW 9TH FLOOR","                  1120 CONNECTICUT","WASHINGTON","DC","20005","U","E",,"Q",,,,
"C30000061","MITCH FOR GOVERNOR CAMPAIGN COMMITTEE","STEPHANIE REEVE","1032 E WASHINGTON STREET","                  1032 E WASHINGTO","INDIANAPOLIS","IN","46202","U","E",,"Q",,,,
"C30000079","PROGRESS FOR AMERICA VOTER FUND","MARY ANNE CARTER","P O BOX 57167",,"WASHINGTON","DC","20037","U","E",,"Q",,,,
"C30000087","COLORADO CONSERVATIVE VOTERS","SCOTT E GESSLER","1430 WYNKOOP ST SUITE 300",,"DENVER","CO","80202","U","E",,"Q",,,,
"C30000095","COMMITTEE FOR THE ADVANCEMENT OF STEM CELL RESEARCH, THE","FRANK L COCOZZELLI","300 GARDEN CITY PLAZA SUITE 234",,"GARDEN CITY","NY","11530","U","E",,"Q",,,,
"C30000103","LEAGUE OF CONSERVATION VOTERS","ANNE SAER","1920 L STREET N W SUITE 800",,"WASHINGTON","DC","20037","U","E",,"Q",,,,
"C30000111","OLIVER PARKER","OLIVER PARKER","283 CODRINGTON DRIVE",,"LAUDERDALE-BY-THE-","FL","33308","U","E",,"Q",,,,
"C30000129","COMMITTEE FOR MILWAUKEE'S FUTURE","ELIZABETH GARDINER","P O BOX 510361",,"MILWAUKEE","WI","53203","U","E",,"Q",,,,
"C30000137","NATIONAL PROGRESS FUND","DAVID W JONES","PO BOX 57154",,"WASHINGTON","DC","20037","U","E",,"Q",,,,
"C30000145","BRING OHIO BACK","CATHERINE BOYLE","812 HURON ROAD STE 890",,"CLEVELAND","OH","44115","U","E",,"Q",,,,
"C30000152","ENVIRONMENTAL ACCOUNTABILITY FUND","LAURIE ALEMIAN-DERIAN","40 WEST 20TH STREET",,"NEW YORK","NY","10011","U","E",,"Q",,,,
"C30000160","CAMPAIGN MONEY WATCH","GAIL GOMEZ","1320 19TH STREET NW SUITE M-1",,"WASHINGTON","DC","20036","U","E",,"Q",,,,
"C30000178","SWIFT BOAT VETS AND POW'S FOR TRUTH","WEYMOUTH D SYMMES","P O BOX 26184",,"ALEXANDRIA","VA","22313","U","E",,"Q",,,,
"C30000186","TEXANS FOR TRUTH","GLENN W SMITH","5909 SIERRA GRANDE",,"AUSTIN","TX","78759","U","E",,"Q",,,,
"C30000194","SAFER TOGETHER 04","MATTHEW F WOOD","4601 CONNECTICUT AVENUE NW #221",,"WASHINGTON","DC","20008","U","E",,"Q",,,,
"C30000202","COLORADO FAMILIES FIRST","TIMOTHY KNAUS","837 SHERMAN ST",,"DENVER","CO","80203","U","E",,"Q",,,,
"C30000210","AMERICANS UNITED TO PRESERVE MARRIAGE","GARY L BAUER","2800 SHIRLINGTON RD #930",,"ARLINGTON","VA","22206","U","E",,"Q",,,,
